RA	Nome	Unidade	Semestre	Turma
20644714	ROY ORBISON	CIÊNCIA DA COMPUTAÇÃO	3	CCOMPAM03A
20881692	RUBEO HAGRID    	CIÊNCIA DA COMPUTAÇÃO	6	CCOMP2N06A
20880490	RUFUS SCRIMGEOUR    	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
20912596	RUSH LIMBAUGH	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20870558	RYAN SEACREST	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20532946	SAM COOKE	CIÊNCIA DA COMPUTAÇÃO	4	CCOMP2N04A
20630918	SAMWELL TARLY	CIÊNCIA DA COMPUTAÇÃO	6	CCOMP2N06A
20604161	SANDRA BULLOCK	CIÊNCIA DA COMPUTAÇÃO	8	CCOMVON08A
20448965	SANSA STARK	CIÊNCIA DA COMPUTAÇÃO	6	CCOMP2N06A
20892222	SCORPIUS MALFOY    	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20420010	SEYMOUR SKINNER	CIÊNCIA DA COMPUTAÇÃO	8	ASSIGNAR
20917394	SHELBYVILLE MANHATTAN	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20602854	SHERRI E TERRI	CIÊNCIA DA COMPUTAÇÃO	6	CCOMP2N06A
20527538	SIDESHOW BOB	CIÊNCIA DA COMPUTAÇÃO	4	CCOMP2N04A
20850860	SIMON COWELL	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20778802	SLY STONE	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20866590	SMOKEY ROBINSON	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
20747088	SOFIA VERGARA	CIÊNCIA DA COMPUTAÇÃO	4	CCOMVON04A
20778076	SOLOMON BURKE	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20875255	STEPHEN KING	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20873301	STEVE PERRY	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20338220	STEVE WINWOOD	CIÊNCIA DA COMPUTAÇÃO	8	CCOMP2N08A
20537088	STEVEN TYLER	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20731465	STEVIE NICKS	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20883468	STEVIE WONDER	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20763844	STUART RADZINSKY 	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20712233	SUZANNE COLLINS	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20744719	TAYLOR SWIFT	CIÊNCIA DA COMPUTAÇÃO	4	CCOMP2N04A
20405940	THE EVERLY BROTHERS	CIÊNCIA DA COMPUTAÇÃO	8	CCOMP2N08A
20518967	THEODORE NOTT    	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20649347	THEON GREYJOY	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20614472	THOM YORKE	CIÊNCIA DA COMPUTAÇÃO	6	CCOMP2N06A
20886283	TIGER WOODS	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20872376	TINA FEY (30 ROCK)	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20737322	TOBIAS SNAPE E EILEEN PRINCE 	CIÊNCIA DA COMPUTAÇÃO	8	CCOMVON08A
20778218	TOBY KEITH	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20624841	TOM BRADY	CIÊNCIA DA COMPUTAÇÃO	6	CCOMVON06A
20367378	TOM CRUISE	CIÊNCIA DA COMPUTAÇÃO	8	CCOMVON08A
20828084	TOM WAITS	CIÊNCIA DA COMPUTAÇÃO	3	CCOMPAM03A
20752411	TOMMEN BARATHEON	CIÊNCIA DA COMPUTAÇÃO	8	CCOMVON08A
20419510	TOOTS HIBBERT	CIÊNCIA DA COMPUTAÇÃO	8	CCOMVON08A
20730403	TORTA QUENTE	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20709988	TURMA DO BERMUDAO	CIÊNCIA DA COMPUTAÇÃO	4	CCOMVON04A
20891336	TYLER PERRY	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20552167	TYRION LANNISTER	CIÊNCIA DA COMPUTAÇÃO	6	CCOMVON06A
20628077	TYWIN LANNISTER	CIÊNCIA DA COMPUTAÇÃO	6	CCOMVON06A
20615382	USAIN BOLT	CIÊNCIA DA COMPUTAÇÃO	6	CCOMVON06A
20185146	VAN MORRISON	CIÊNCIA DA COMPUTAÇÃO	8	ASSIGNAR
20661751	VARYS	CIÊNCIA DA COMPUTAÇÃO	4	CCOMP2N04A
20849220	VISERYS TARGARYEN	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20761997	WAYMAR ROYCE	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20637415	WHITNEY HOUSTON	CIÊNCIA DA COMPUTAÇÃO	6	CCOMVON06A
20743623	WILL SMITH	CIÊNCIA DA COMPUTAÇÃO	4	CCOMVON04A
20681493	WILLIE NELSON	CIÊNCIA DA COMPUTAÇÃO	4	CCOMP2N04A
20910982	YEMI  	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20550774		CIÊNCIA DA COMPUTAÇÃO	 	 
20710353		CIÊNCIA DA COMPUTAÇÃO	 	 
20583564	AARON LITTLETON 	CIÊNCIA DA COMPUTAÇÃO	7	CCOMP2N07A
20801005	ABEFORTH DUMBLEDORE    	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20861100	ADAM SANDLER	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20951855	AERROW	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20628901	AJUDANTE DE PAPAI NOEL	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20843993	AL GREEN	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20755671	ALASTOR MOODY    	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20582645	ALEC BALDWIN	CIÊNCIA DA COMPUTAÇÃO	7	CCOMP2N07A
20885720	ALFINHO	CIÊNCIA DA COMPUTAÇÃO	3	CCOMVON03A
20138876	ALICE (PERSONAGEM DA DISNEY)	CIÊNCIA DA COMPUTAÇÃO	8	ASSIGNARAC
20999778	ALLISER THORNE	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20694781	ALLISON TAYLOR (THE SIMPSONS)	CIÊNCIA DA COMPUTAÇÃO	5	CCOMVON05A
20477418	AMOS DIGGORY	CIÊNCIA DA COMPUTAÇÃO	8	CCOMP2N08A
20977374	ANGELINA JOHNSON WEASLEY   	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20283054	ANGELINA JOLIE	CIÊNCIA DA COMPUTAÇÃO	7	CCOMVON07A
20657496	ANTHONY GOLDSTEIN    	CIÊNCIA DA COMPUTAÇÃO	5	CCOMVON05A
20555078	APOLLINE DELACOUR	CIÊNCIA DA COMPUTAÇÃO	8	CCOMP2N08A
20871714	APPLE WHITE	CIÊNCIA DA COMPUTAÇÃO	3	CCOMPAM03A
20485676	APU NAHASAPEEMAPETILON	CIÊNCIA DA COMPUTAÇÃO	8	CCOMP2N08A
20352167	ARABELLA DORA FIGG   	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20593506	ARETHA FRANKLIN	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
20675463	ARGO FILCH    	CIÊNCIA DA COMPUTAÇÃO	5	CCOMP2N05A
20872960	ARIEL	CIÊNCIA DA COMPUTAÇÃO	5	CCOMPAM05A
20710838	ART GARFUNKEL	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20622954	ARTHUR WEASLEY    	CIÊNCIA DA COMPUTAÇÃO	7	CCOMP2N07A
20761390	ASHLYNN ELLA	CIÊNCIA DA COMPUTAÇÃO	3	CCOMPAM03A
20944001	ASHTON KUTCHER	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20760846	ASTORIA GREENGRASS    	CIÊNCIA DA COMPUTAÇÃO	3	CCOMPAM03A
20752971	AUGUSTUS ROOKWOOD    	CIÊNCIA DA COMPUTAÇÃO	5	CCOMVON05A
21013268	AURORA (DISNEY)	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20977703	AVATA STAR SUE	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20744029	AVERY LESTRANGE 	CIÊNCIA DA COMPUTAÇÃO	5	CCOMVON05A
20989378	AXL ROSE	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20826888	BABAR	CIÊNCIA DA COMPUTAÇÃO	3	CCOMP2N03A
20942607	BACANA (MANDA-CHUVA)	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20575540	BAMBI	CIÊNCIA DA COMPUTAÇÃO	7	CCOMP2N07A
8112767	BANDIT	CIÊNCIA DA COMPUTAÇÃO	5	CCOMPAM05A
20866183	BARAO SANGRENTO    	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20379782	BARATA RODOX	CIÊNCIA DA COMPUTAÇÃO	3	CCOMP2N03A
20950889	BARNEY GOOGLE E SNUFFY SMITH	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20726379	BARNEY RUBBLE	CIÊNCIA DA COMPUTAÇÃO	5	CCOMVON05A
20551765	BARRA INANIMADA DE CARVAO	CIÊNCIA DA COMPUTAÇÃO	7	CCOMVON07A
21009648	BART SIMPSON	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20960594	MARBART SIMPSON	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20912838	BARTOLOMEU CROUCH    	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20730276	BARTOLOMEU CROUCH JR.   	CIÊNCIA DA COMPUTAÇÃO	5	CCOMP2N05A
20683246	BATATINHA (MANDA-CHUVA)	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20648159	BATMAN	CIÊNCIA DA COMPUTAÇÃO	5	CCOMP2N05A
20720524	BELA 	CIÊNCIA DA COMPUTAÇÃO	5	CCOMVON05A
21022551	BEN AFFLECK	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20933365	BENJEN STARK	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20905364	BERIC DONDARRION	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
20402952	BERTHA JORKINS    	CIÊNCIA DA COMPUTAÇÃO	8	ASSIGNAR
20412899	BETTY BOOP	CIÊNCIA DA COMPUTAÇÃO	7	CCOMP2N07A
21006535	BETTY RUBBLE	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20938989	BEYONCE KNOWLES	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
21022344	BIMBO 	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20948293	BISONHO	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
21007438	BJORK 	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20371677	BLASIO ZABINI    	CIÊNCIA DA COMPUTAÇÃO	7	CCOMVON07A
20436987	BLONDIE LOCKES	CIÊNCIA DA COMPUTAÇÃO	7	CCOMP2N07A
20553630	BOBBY 'BLUE' BLAND	CIÊNCIA DA COMPUTAÇÃO	5	CCOMP2N05A
20906283	BOLA DE NEVE (OS SIMPSONS)	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
20766352	BON JOVI	CIÊNCIA DA COMPUTAÇÃO	3	CCOMVON03A
20752309	BONNIE RAITT	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20856037	BONO 	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
20761070	BOWEN MARSH	CIÊNCIA DA COMPUTAÇÃO	5	CCOMP2N05A
20752331	BRAN STARK	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20955910	BRANCA DE NEVE (DISNEY)	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20675223	BRIAN GRIFFIN	CIÊNCIA DA COMPUTAÇÃO	5	CCOMP2N05A
20699796	BRIAN WILSON	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20714785	BROTHER BEAR	CIÊNCIA DA COMPUTAÇÃO	5	CCOMP2N05A
20823155	BRUTO MALFOY    	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
21010567	BRUXA DOS DOCES	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20986603	BUDDY HOLLY	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20868392	BUNNY BLANC	CIÊNCIA DA COMPUTAÇÃO	3	CCOMP2N03A
21010821	CABECA DE MARTELO (DISNEY)	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20569500	CALVIN HARRIS	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20679850	CAPITAO FEIO	CIÊNCIA DA COMPUTAÇÃO	3	CCOMVON03A
21000468	CAPITÃO GAULT 	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20753127	CAPITAO HORATIO MCCALLISTER	CIÊNCIA DA COMPUTAÇÃO	8	ASSIGNAR
20965381	CAPTAIN CAVEMAN AND THE TEEN ANGELS	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20897970	CARIDADE BURBAGE    	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20874170	CARL CARLSON	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20891341	CARRIE UNDERWOOD	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
21020533	CASCAO	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
21022827	CASSANDRA TRELAWNEY    	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20718683	CASSIDY PHILLIPS 	CIÊNCIA DA COMPUTAÇÃO	5	CCOMPAM05A
20781288	CASTOR PALITO	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20947993	CEDRICO DIGGORY    	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20749930	CERISE HOOD	CIÊNCIA DA COMPUTAÇÃO	5	CCOMP2N05A
20717068	CERSEI LANNISTER	CIÊNCIA DA COMPUTAÇÃO	5	CCOMP2N05A
20967548	CHANNING TATUM	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20742362	CHARLES WIDMORE 	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20987488	CHARLIE CHAN	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20072426	CHARLIE SHEEN	CIÊNCIA DA COMPUTAÇÃO	3	CCOMP2N03A
20667684	CHARLIZE THERON	CIÊNCIA DA COMPUTAÇÃO	5	CCOMVON05A
20560403	CHARLOTTE'S WEB (1973)	CIÊNCIA DA COMPUTAÇÃO	7	CCOMP2N07A
20776878	CHARLOTTE'S WEB (2006)	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20617664	CHARLUS E DOREA POTTER  	CIÊNCIA DA COMPUTAÇÃO	3	CCOMP2N03A
20615248	CHEBURASHKA	CIÊNCIA DA COMPUTAÇÃO	7	CCOMVON07A
20168335	CHESTER CHEETAH	CIÊNCIA DA COMPUTAÇÃO	8	ASSIGNARAC
20960550	CHRISTIAN SHEPHARD 	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20850474	CHRISTINA AGUILERA	CIÊNCIA DA COMPUTAÇÃO	3	CCOMPAM03A
21022314	CHUCK BERRY	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20612310	CINDERELA	CIÊNCIA DA COMPUTAÇÃO	7	CCOMP2N07A
20955361	CLANCY WIGGUM	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20149400	CLETUS SPUCKLER	CIÊNCIA DA COMPUTAÇÃO	7	CCOMVON07A
10107918	CLOVER (TOTALLY SPIES)	CIÊNCIA DA COMPUTAÇÃO	8	ASSIGNAR
20417059	COLDPLAY	CIÊNCIA DA COMPUTAÇÃO	5	CCOMP2N05A
21014228	COLE PALITO	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20758621	COLIN CREEVEY    	CIÊNCIA DA COMPUTAÇÃO	3	CCOMPAM03A
20935808	COMIC BOOK GUY	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20564624	COOKIE KWAN	CIÊNCIA DA COMPUTAÇÃO	5	CCOMP2N05A
20181016	CORMACO MCLAGGEN    	CIÊNCIA DA COMPUTAÇÃO	8	ASSIGNAR
21019287	CORNELIUS FUDGE    	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20721444	CORUJAO (URSINHO PUFF)	CIÊNCIA DA COMPUTAÇÃO	8	CCOMP2N08A
20746753	CRAZY CAT LADY	CIÊNCIA DA COMPUTAÇÃO	5	CCOMP2N05A
20916833	CREAM THE RABBIT	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
21018532	CRISTIANO RONALDO	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20584185	CURTIS MAYFIELD	CIÊNCIA DA COMPUTAÇÃO	7	CCOMVON07A
20943431	CYGNUS BLACK    	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20758902	CYRUS SIMPSON	CIÊNCIA DA COMPUTAÇÃO	3	CCOMPAM03A
20551113	DAENERYS TARGARYEN	CIÊNCIA DA COMPUTAÇÃO	8	ASSIGNAR
20885229	DAFFY DUCK	CIÊNCIA DA COMPUTAÇÃO	3	CCOMPAM03A
20252534	DANICA PATRICK	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20550774	DANIELLE ROUSSEAU 	CIÊNCIA DA COMPUTAÇÃO	5	CCOMVON05A
20747350	DARBY (URSINHO POOH)	CIÊNCIA DA COMPUTAÇÃO	3	CCOMPAM03A
20976508	DARK DANNY	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20593513	DAVID BECKHAM	CIÊNCIA DA COMPUTAÇÃO	7	CCOMP2N07A
20962968	DAVID BOWIE	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20912563	DAVID GUETTA	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20574064	DAVID RUFFIN	CIÊNCIA DA COMPUTAÇÃO	7	CCOMVON07A
21021724	DAWLISH     	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20738117	DEMELZA ROBINS    	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20984496	DENNIS CREEVEY    	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20926087	DEXTER FORTESCUE    	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20920397	DICK DASTARDLY	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
21011382	DIRETOR EVERARDO    	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
21022944	DISCO STU	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20701501	DOC HUDSON	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
21005497	DOKI	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20902917	DOLLY PARTON	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20731964	DOLORES JANE UMBRIDGE   	CIÊNCIA DA COMPUTAÇÃO	5	CCOMP2N05A
21004277	GABRIEL RAMOS TORRES	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
20532195	DOLPH (OS SIMPSONS)	CIÊNCIA DA COMPUTAÇÃO	3	CCOMVON03A
20170120	DON HENLEY	CIÊNCIA DA COMPUTAÇÃO	8	ASSIGNAR
20779660	DONALD TRUMP	CIÊNCIA DA COMPUTAÇÃO	3	CCOMP2N03A
20517534	DONNY HATHAWAY	CIÊNCIA DA COMPUTAÇÃO	7	CCOMP2N07A
20964343	DOOLEY	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20643477	DR DRE	CIÊNCIA DA COMPUTAÇÃO	5	CCOMPAM05A
20944972	DR PHIL MCGRAW	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20867554	DR. NICK RIVIERA	CIÊNCIA DA COMPUTAÇÃO	3	CCOMPAM03A
20995435	DR. QUEST	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20677729	DRACO LUCIO MALFOY   	CIÊNCIA DA COMPUTAÇÃO	5	CCOMP2N05A
20941508	DREW BREES	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20910414	DROOPY	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
20767223	DUCK DODGERS	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
20926206	DUDU (POPEYE)	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20986244	DWAYNE JOHNSON	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20513095	E L JAMES	CIÊNCIA DA COMPUTAÇÃO	5	CCOMP2N05A
20763799	EDWARD MARS 	CIÊNCIA DA COMPUTAÇÃO	3	CCOMPAM03A
20964826	EL CHAPULIN COLORADO (PERSONAGEM)	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20728744	ELLEN DEGENERES	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
21021373	ELMER FUDD	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20848121	ELTON JOHN	CIÊNCIA DA COMPUTAÇÃO	3	CCOMPAM03A
20545413	ELVIS PRESLEY	CIÊNCIA DA COMPUTAÇÃO	5	CCOMP2N05A
21010742	ERIC BOURDON	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20996398	ESMERALDA (PERSONAGEM DA DISNEY)	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20699695	ESPETO (MANDA-CHUVA)	CIÊNCIA DA COMPUTAÇÃO	5	CCOMPAM05A
20984415	ESTRELINHA MAGICA	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
21002519	ETTA JAMES	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
21009533	EUGENIO O JEEP MAGICO	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20662992	FA MULAN	CIÊNCIA DA COMPUTAÇÃO	5	CCOMVON05A
20916352	FELIX THE CAT	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20682104	FLOYD MAYWEATHER	CIÊNCIA DA COMPUTAÇÃO	5	CCOMVON05A
20887408	FOGHORN LEGHORN	CIÊNCIA DA COMPUTAÇÃO	3	CCOMP2N03A
20951323	FRAJUTO	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20441043	FRANKIE STEIN	CIÊNCIA DA COMPUTAÇÃO	7	CCOMP2N07A
20969513	FRANKIE VALLI	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20745278	FREDDIE MERCURY	CIÊNCIA DA COMPUTAÇÃO	5	CCOMPAM05A
20965981	GAUCHINHO VOADOR	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
21012571	GEEZIL	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20900250	GENIO (MANDA-CHUVA)	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20898284	GEORGE JONES	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
20359448	GINORMICA	CIÊNCIA DA COMPUTAÇÃO	8	ASSIGNAR
20913405	GLADYS KNIGHT	CIÊNCIA DA COMPUTAÇÃO	2	CCOMPAM02A
20940095	GORDON RAMSAY	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20687136	GORPO	CIÊNCIA DA COMPUTAÇÃO	3	CCOMP2N03A
21005402	GRANNY (LOONEY TUNES)	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20710353	GREGG ALLMAN	CIÊNCIA DA COMPUTAÇÃO	5	CCOMVON05A
20952826	GREGOR CLEGANE	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20646005	GUGU (PERSONAGEM)	CIÊNCIA DA COMPUTAÇÃO	5	CCOMPAM05A
20918182	GURU (URSINHO PUFF)	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20960071	HANA WYSTER	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
21022775	HANK WILLIAMS	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20935142	HANS MOLEMAN	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20331497	HAY LIN	CIÊNCIA DA COMPUTAÇÃO	8	CCOMP2N08A
20668141	HECKLE AND JECKLE	CIÊNCIA DA COMPUTAÇÃO	3	CCOMPAM03A
20805744	HE-MAN	CIÊNCIA DA COMPUTAÇÃO	3	CCOMPAM03A
20846635	HICKORY, DICKORY AND DOC	CIÊNCIA DA COMPUTAÇÃO	3	CCOMP2N03A
20862272	HOMEM-BISCOITO (SHREK)	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
21014892	HOMER SIMPSON	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20907030	HOMER SIMPSON	CIÊNCIA DA COMPUTAÇÃO	1	CCOMVON01A
20980842	HONKER MUDDLEFOOT	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20661123	HORACE GOODSPEED 	CIÊNCIA DA COMPUTAÇÃO	3	CCOMP2N03A
20644984	HOWARD STERN	CIÊNCIA DA COMPUTAÇÃO	3	CCOMVON03A
20873833	HOWLIN' WOLF	CIÊNCIA DA COMPUTAÇÃO	3	CCOMPAM03A
20562797	HUGH JACKMAN	CIÊNCIA DA COMPUTAÇÃO	7	CCOMP2N07A
21023224	HUGO (PERSONAGEM)	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20934388	HUNTER HUNTSMAN	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20853375	INSPETOR WILLOUGHBY	CIÊNCIA DA COMPUTAÇÃO	3	CCOMPAM03A
20999574	JACKIE WILSON	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
21018868	JACO DOIS-DOIS	CIÊNCIA DA COMPUTAÇÃO	4	CCOMPAM04A
20570081	JAE LEE 	CIÊNCIA DA COMPUTAÇÃO	7	CCOMVON07A
20591262	JAIME LANNISTER	CIÊNCIA DA COMPUTAÇÃO	7	CCOMVON07A
20891101	JAMES BROWN	CIÊNCIA DA COMPUTAÇÃO	3	CCOMVON03A
20774371	JANIS JOPLIN	CIÊNCIA DA COMPUTAÇÃO	2	CCOMVON02A
20933286	JANOS SLYNT	CIÊNCIA DA COMPUTAÇÃO	1	CCOMPAM01A
20774552	JASMINE (PERSONAGEM)	CIÊNCIA DA COMPUTAÇÃO	3	CCOMPAM03A
20723088	JEBEDIAH OBADIAH SPRINGFIELD	CIÊNCIA DA COMPUTAÇÃO	2	CCOMP2N02A
20854186	JEFF BUCKLEY	CIÊNCIA DA COMPUTAÇÃO	3	CCOMPAM03A
20964741	JENNIFER ANISTON	CIÊNCIA DA COMPUTAÇÃO	1	CCOMP2N01A
20804786	JENNIFER LAWRENCE	CIÊNCIA DA COMPUTAÇÃO	3	CCOMPAM03A
20558107	JENNIFER LOPEZ	CIÊNCIA DA COMPUTAÇÃO	7	CCOMVON07A
